latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,distance,max_temp,avg_temp,min_temp
-23.1626,-53.7109,304.9,2.6,1.5,2022-01-01,244,Terra,MODIS,62,6.03,290.3,26.2,N,0,0.06671695598705646,34,27,20
-23.3932,-53.8741,306.2,2.5,1.5,2022-01-01,244,Terra,MODIS,67,6.03,290.8,25.4,N,0,30.63982203841996,34,27,20
-23.3858,-53.8703,305.4,2.5,1.5,2022-01-01,244,Terra,MODIS,59,6.03,290.7,21.6,N,0,29.738742689849122,34,27,20
-23.1586,-53.7074,305.7,2.9,1.6,2022-01-01,422,Aqua,MODIS,62,6.03,289.2,33.8,N,0,0.5205426616584258,34,27,20
-23.1601,-53.7127,303.8,2.9,1.6,2022-01-01,422,Aqua,MODIS,57,6.03,289.2,30.2,N,0,0.2801754201598025,34,27,20
-23.1581,-53.7227,325.7,1.0,1.0,2022-01-01,1340,Terra,MODIS,64,6.03,302.5,14.2,D,0,1.2819360820968388,34,27,20
-23.1597,-53.7126,354.5,1.0,1.0,2022-01-01,1340,Terra,MODIS,91,6.03,304.7,66.3,D,0,0.3092124656837547,34,27,20
-23.1688,-53.7143,339.7,1.0,1.0,2022-01-01,1340,Terra,MODIS,81,6.03,305.4,34.6,D,0,0.8321887547924287,34,27,20
-23.1703,-53.7042,326.5,1.0,1.0,2022-01-01,1340,Terra,MODIS,54,6.03,301.9,15.1,D,0,1.1493097360959776,34,27,20
-23.383,-53.8742,344.8,1.0,1.0,2022-01-01,1340,Terra,MODIS,78,6.03,310.4,41.8,D,0,29.700691135219614,34,27,20
-23.3906,-53.8859,368.0,1.0,1.0,2022-01-01,1340,Terra,MODIS,0,6.03,306.0,103.0,D,0,31.075079302003836,34,27,20
-23.3921,-53.8758,339.1,1.0,1.0,2022-01-01,1340,Terra,MODIS,0,6.03,307.6,32.1,D,0,30.632440584602172,34,27,20
-23.3997,-53.8876,333.8,1.0,1.0,2022-01-01,1340,Terra,MODIS,0,6.03,300.4,23.1,D,0,32.00534638365532,34,27,20
-23.3913,-53.8746,331.0,4.2,1.9,2022-01-01,1809,Aqua,MODIS,0,6.03,300.7,141.9,D,0,30.490816079357973,34,27,20
-23.1584,-53.7282,327.2,4.3,1.9,2022-01-01,1809,Aqua,MODIS,41,6.03,296.0,127.2,D,0,1.8133760932809373,34,27,20
-23.1583,-53.7331,325.0,4.3,1.9,2022-01-01,1809,Aqua,MODIS,43,6.03,296.4,107.0,D,0,2.306575497788276,34,27,20
-23.1507,-53.7097,321.3,1.9,1.3,2022-01-02,149,Terra,MODIS,100,6.03,293.4,43.4,N,0,1.2624778356847777,36,29,23
-23.1527,-53.7279,314.5,1.9,1.3,2022-01-02,149,Terra,MODIS,89,6.03,293.2,28.7,N,0,2.0223899628471504,36,29,23
-23.145,-53.7232,312.4,1.9,1.3,2022-01-02,149,Terra,MODIS,84,6.03,292.7,24.8,N,0,2.2703926959326233,36,29,23
-23.1571,-53.7217,312.4,1.9,1.3,2022-01-02,149,Terra,MODIS,84,6.03,293.6,24.3,N,0,1.2312457336398979,36,29,23
-23.1832,-53.737,329.2,1.9,1.3,2022-01-02,149,Terra,MODIS,100,6.03,294.7,65.4,N,0,3.5602675239318935,36,29,23
-23.1812,-53.7188,324.2,1.9,1.3,2022-01-02,149,Terra,MODIS,100,6.03,294.5,49.5,N,0,2.2825774538446195,36,29,23
-23.4072,-53.9056,313.4,1.9,1.4,2022-01-02,149,Terra,MODIS,86,6.03,295.1,28.9,N,0,33.746788803887945,36,29,23
-23.1714,-53.7248,307.9,1.1,1.0,2022-01-02,505,Aqua,MODIS,58,6.03,294.1,7.8,N,0,1.763997975586584,36,29,23
-23.1445,-53.7097,325.3,1.1,1.0,2022-01-02,505,Aqua,MODIS,100,6.03,292.8,26.3,N,0,1.949774982210485,36,29,23
-23.1431,-53.7204,316.3,1.1,1.0,2022-01-02,505,Aqua,MODIS,93,6.03,292.6,16.2,N,0,2.3151738736106027,36,29,23
-23.1808,-53.7262,315.2,1.1,1.0,2022-01-02,505,Aqua,MODIS,91,6.03,294.6,14.0,N,0,2.6107993268100644,36,29,23
-23.141,-53.7263,322.7,3.5,1.8,2022-01-02,1422,Terra,MODIS,17,6.03,296.7,64.6,D,0,2.8163292089392384,36,29,23
-23.3825,-53.87,320.6,3.4,1.7,2022-01-02,1423,Terra,MODIS,0,6.03,296.9,49.4,D,0,29.415539856061166,36,29,23
-23.1466,-53.7286,360.8,1.2,1.1,2022-01-02,1714,Aqua,MODIS,100,6.03,309.5,94.2,D,0,2.491389945200243,36,29,23
-23.1639,-53.7536,342.6,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,294.4,87.0,N,0,4.370394178174844,36,29,24
-23.2163,-53.7269,342.5,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,295.7,86.7,N,0,6.255439944796283,36,29,24
-23.2189,-53.7421,341.2,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,295.2,82.5,N,0,7.0852190909041335,36,29,24
-23.2053,-53.7292,342.0,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,297.3,84.5,N,0,5.165333499864819,36,29,24
-23.2079,-53.7444,318.9,1.6,1.2,2022-01-03,231,Terra,MODIS,98,6.03,293.9,27.0,N,0,6.146083794346326,36,29,24
-23.1943,-53.7316,318.6,1.6,1.2,2022-01-03,231,Terra,MODIS,97,6.03,294.5,25.9,N,0,4.168550558380267,36,29,24
-23.1612,-53.7385,338.3,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,293.7,71.5,N,0,2.8230194823377524,36,29,24
-23.1502,-53.7408,315.0,1.6,1.2,2022-01-03,231,Terra,MODIS,49,6.03,293.4,19.5,N,0,3.326576205639858,36,29,24
-23.1338,-53.7128,331.4,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,292.5,53.6,N,0,3.1417085852941233,36,29,24
-23.1365,-53.728,313.2,1.6,1.2,2022-01-03,231,Terra,MODIS,37,6.03,291.6,17.4,N,0,3.3311524832847828,36,29,24
-23.1425,-53.7018,320.1,1.6,1.2,2022-01-03,231,Terra,MODIS,83,6.03,292.0,28.4,N,0,2.3594783537669906,36,29,24
-23.1502,-53.7474,314.0,1.6,1.2,2022-01-03,231,Terra,MODIS,56,6.03,292.8,19.0,N,0,3.955596750631535,36,29,24
-23.1314,-53.7041,315.6,1.6,1.2,2022-01-03,231,Terra,MODIS,52,6.03,292.4,21.3,N,0,3.472870747496157,36,29,24
-23.134,-53.7194,327.0,1.6,1.2,2022-01-03,231,Terra,MODIS,100,6.03,292.2,44.2,N,0,3.2324748607663505,36,29,24
-23.1607,-53.7572,356.8,1.4,1.2,2022-01-03,1327,Terra,MODIS,98,6.03,299.5,104.9,D,0,4.735581323727658,36,29,24
-23.1998,-53.722,328.3,1.4,1.2,2022-01-03,1327,Terra,MODIS,0,6.03,300.3,17.2,D,0,4.353616853753485,36,29,24
-23.1387,-53.7316,335.2,1.4,1.2,2022-01-03,1327,Terra,MODIS,62,6.03,302.0,37.7,D,0,3.345380636147838,36,29,24
-23.142,-53.739,332.3,1.4,1.2,2022-01-03,1327,Terra,MODIS,23,6.03,301.3,27.1,D,0,3.633112611253832,36,29,24
-23.1526,-53.7411,332.2,1.4,1.2,2022-01-03,1327,Terra,MODIS,41,6.03,301.2,25.0,D,0,3.2596469308029254,36,29,24
-23.1305,-53.7156,340.6,1.4,1.2,2022-01-03,1327,Terra,MODIS,85,6.03,300.3,54.4,D,0,3.5354511134817925,36,29,24
-23.1329,-53.7018,346.2,1.4,1.2,2022-01-03,1327,Terra,MODIS,68,6.03,299.6,70.9,D,0,3.36688184702769,36,29,24
-23.1248,-53.7349,305.2,3.1,1.7,2022-01-04,136,Terra,MODIS,63,6.03,287.8,32.7,N,0,4.80956565725606,33,27,23
-23.1273,-53.7401,302.5,3.1,1.7,2022-01-04,136,Terra,MODIS,30,6.03,287.9,23.1,N,0,4.878663318165611,33,27,23
-23.1206,-53.7172,329.2,1.0,1.0,2022-01-04,452,Aqua,MODIS,100,6.03,290.8,29.0,N,0,4.64832022982236,33,27,23
-23.0721,-53.6723,304.9,1.0,1.0,2022-01-04,452,Aqua,MODIS,62,6.03,289.7,7.0,N,0,10.747610797275089,33,27,23
-23.1191,-53.7272,305.2,1.0,1.0,2022-01-04,452,Aqua,MODIS,18,6.03,289.8,6.4,N,0,5.05303188923448,33,27,23
-23.1222,-53.7072,303.8,1.0,1.0,2022-01-04,452,Aqua,MODIS,14,6.03,289.5,5.4,N,0,4.441698643909262,33,27,23
-23.1374,-53.7322,338.3,2.1,1.4,2022-01-04,1410,Terra,MODIS,68,6.03,298.3,81.6,D,0,3.49642174659482,33,27,23
-23.1675,-53.7005,343.5,2.1,1.4,2022-01-04,1410,Terra,MODIS,0,6.03,296.5,105.1,D,0,1.2265399475278875,33,27,23
-23.1382,-53.738,335.2,2.1,1.4,2022-01-04,1410,Terra,MODIS,41,6.03,297.8,65.6,D,0,3.8315318214784253,33,27,23
-23.2195,-53.7224,322.8,1.1,1.0,2022-01-05,219,Terra,MODIS,100,6.03,295.1,21.4,N,0,6.500854773872953,33,27,22
-23.143,-53.6993,312.3,1.1,1.0,2022-01-05,219,Terra,MODIS,85,6.03,294.0,12.3,N,0,2.422820645662787,33,27,22
-23.1199,-53.7358,308.8,1.1,1.0,2022-01-05,219,Terra,MODIS,53,6.03,291.2,8.3,N,0,5.328851114347977,33,27,22
-23.1148,-53.7431,341.1,1.1,1.0,2022-01-05,219,Terra,MODIS,100,6.03,293.6,49.8,N,0,6.195642130616467,33,27,22
-23.1164,-53.7535,304.9,1.1,1.0,2022-01-05,219,Terra,MODIS,33,6.03,291.3,6.3,N,0,6.684544780924591,33,27,22
-23.1055,-53.7448,313.2,1.1,1.0,2022-01-05,219,Terra,MODIS,87,6.03,292.0,12.2,N,0,7.175369016114168,33,27,22
-23.111,-53.7476,301.5,3.5,1.8,2022-01-05,535,Aqua,MODIS,42,6.03,290.9,27.6,N,0,6.80013623240688,33,27,22
-23.219,-53.728,331.4,1.6,1.2,2022-01-05,1744,Aqua,MODIS,0,6.03,307.7,27.8,D,0,6.574682390076694,33,27,22
-23.1302,-53.7538,343.2,1.6,1.2,2022-01-05,1744,Aqua,MODIS,76,6.03,306.7,63.3,D,0,5.634071412862714,33,27,22
-23.1164,-53.7408,340.8,1.6,1.2,2022-01-05,1744,Aqua,MODIS,52,6.03,306.5,51.2,D,0,5.920871049458308,33,27,22
-23.1178,-53.7461,344.8,1.6,1.2,2022-01-05,1744,Aqua,MODIS,81,6.03,307.5,70.9,D,0,6.091750163857739,33,27,22
-23.1013,-53.7177,339.9,1.6,1.2,2022-01-05,1744,Aqua,MODIS,60,6.03,304.8,53.8,D,0,6.785254280695503,33,27,22
-23.0875,-53.7046,413.1,1.6,1.2,2022-01-05,1744,Aqua,MODIS,94,6.03,312.2,647.5,D,0,8.309035364917737,33,27,22
-23.0902,-53.72,377.9,1.6,1.2,2022-01-05,1744,Aqua,MODIS,100,6.03,309.4,259.2,D,0,8.037844265966719,33,27,22
-23.0709,-53.6759,326.6,1.6,1.2,2022-01-05,1744,Aqua,MODIS,44,6.03,291.1,24.3,D,0,10.743635994012074,33,27,22
-23.0764,-53.7069,370.2,1.6,1.2,2022-01-05,1744,Aqua,MODIS,94,6.03,310.6,207.1,D,0,9.527071566662915,33,27,22
-23.0598,-53.6783,336.7,1.6,1.2,2022-01-05,1744,Aqua,MODIS,67,6.03,298.9,51.7,D,0,11.84310260654474,33,27,22
-23.0625,-53.6938,359.0,1.6,1.2,2022-01-05,1744,Aqua,MODIS,93,6.03,304.3,142.7,D,0,11.201256445337995,33,27,22
-23.067,-53.7175,321.4,1.4,1.2,2022-01-06,440,Aqua,MODIS,58,6.03,295.1,26.3,N,0,10.585060218862907,32,26,22
-23.0304,-53.7044,309.1,1.4,1.2,2022-01-06,440,Aqua,MODIS,17,6.03,292.7,11.8,N,0,14.648347350830901,32,26,22
-23.0596,-53.7244,331.2,1.4,1.2,2022-01-06,440,Aqua,MODIS,100,6.03,293.7,45.6,N,0,11.469761633425327,32,26,22
-23.0619,-53.7108,318.3,1.4,1.2,2022-01-06,440,Aqua,MODIS,30,6.03,294.5,20.9,N,0,11.130616855524801,32,26,22
-23.0565,-53.7154,324.7,1.4,1.2,2022-01-06,440,Aqua,MODIS,82,6.03,294.1,31.3,N,0,11.740088938539325,32,26,22
-23.0775,-53.7197,316.5,1.4,1.2,2022-01-06,440,Aqua,MODIS,45,6.03,294.4,19.9,N,0,9.438969499038596,32,26,22
-23.1265,-53.6876,321.9,1.4,1.2,2022-01-06,440,Aqua,MODIS,100,6.03,293.2,31.2,N,0,4.610596684763703,32,26,22
-23.1288,-53.6741,308.9,1.4,1.2,2022-01-06,440,Aqua,MODIS,76,6.03,292.7,13.2,N,0,5.271212874429317,32,26,22
-23.0844,-53.7322,349.0,1.3,1.1,2022-01-06,1358,Terra,MODIS,84,6.03,305.2,67.9,D,0,8.899402773332572,32,26,22
-23.0828,-53.7447,343.5,1.3,1.1,2022-01-06,1358,Terra,MODIS,82,6.03,301.9,55.5,D,0,9.460658368262258,32,26,22
-23.0782,-53.7267,342.4,3.1,1.7,2022-01-06,1649,Aqua,MODIS,80,6.03,303.2,180.2,D,0,9.45718572438773,32,26,22
-23.0574,-53.6683,334.6,3.0,1.7,2022-01-06,1649,Aqua,MODIS,35,6.03,296.1,113.1,D,0,12.420206723259462,32,26,22
-23.0758,-53.722,344.8,3.1,1.7,2022-01-06,1649,Aqua,MODIS,83,6.03,302.8,199.8,D,0,9.651985514367885,32,26,22
-23.0785,-53.7522,341.5,3.1,1.7,2022-01-06,1649,Aqua,MODIS,90,6.03,299.0,167.2,D,0,10.200248386437186,32,26,22
-23.0859,-53.745,314.5,1.0,1.0,2022-01-07,207,Terra,MODIS,80,6.03,289.0,14.9,N,0,9.152280960075325,32,26,21
-23.0386,-53.7421,318.0,1.0,1.0,2022-01-07,207,Terra,MODIS,96,6.03,279.3,17.9,N,0,14.087636176515966,32,26,21
-23.0295,-53.7436,317.7,1.0,1.0,2022-01-07,207,Terra,MODIS,62,6.03,276.4,17.2,N,0,15.10819610207477,32,26,21
-23.0308,-53.7537,339.9,1.0,1.0,2022-01-07,207,Terra,MODIS,100,6.03,280.3,46.0,N,0,15.231428038054654,32,26,21
-23.0189,-53.7206,300.1,1.0,1.0,2022-01-07,207,Terra,MODIS,10,6.03,278.5,8.9,N,0,15.94289736879267,32,26,21
-23.0276,-53.7247,314.8,2.1,1.4,2022-01-07,523,Aqua,MODIS,37,6.03,283.1,44.2,N,0,15.01110845109143,32,26,21
-23.0393,-53.7332,319.1,2.1,1.4,2022-01-07,523,Aqua,MODIS,77,6.03,280.7,57.8,N,0,13.832947693497578,32,26,21
-23.0265,-53.7317,314.9,2.1,1.4,2022-01-07,523,Aqua,MODIS,43,6.03,281.9,45.4,N,0,15.216376883643825,32,26,21
-23.0116,-53.7531,349.6,1.0,1.0,2022-01-08,1345,Terra,MODIS,86,6.03,303.3,48.7,D,0,17.27182345969346,32,26,20
-23.0228,-53.6752,361.5,1.0,1.0,2022-01-08,1345,Terra,MODIS,100,6.03,304.9,77.9,D,0,15.903234681844024,32,26,20
-23.0242,-53.6655,360.7,1.0,1.0,2022-01-08,1345,Terra,MODIS,94,6.03,301.5,76.1,D,0,16.01087510241701,32,26,20
-23.0854,-53.7514,336.7,1.0,1.0,2022-01-08,1345,Terra,MODIS,58,6.03,304.7,26.5,D,0,9.471065784504823,32,26,20
-23.0868,-53.7416,337.5,1.0,1.0,2022-01-08,1345,Terra,MODIS,45,6.03,311.3,26.7,D,0,8.931772900736581,32,26,20
-23.0192,-53.6729,310.6,1.4,1.2,2022-01-09,155,Terra,MODIS,80,6.03,289.0,17.5,N,0,16.347445850151303,29,24,19
-23.0084,-53.6743,304.2,1.4,1.2,2022-01-09,155,Terra,MODIS,47,6.03,285.8,11.6,N,0,17.48505210882069,29,24,19
-22.9836,-53.676,322.0,2.0,1.4,2022-01-10,237,Terra,MODIS,95,6.03,287.7,49.5,N,0,20.1559015186952,31,24,19
-22.9872,-53.6956,349.8,2.0,1.4,2022-01-10,237,Terra,MODIS,100,6.03,292.1,169.0,N,0,19.499789714375876,31,24,19
-22.9749,-53.6983,354.7,2.0,1.4,2022-01-10,237,Terra,MODIS,100,6.03,290.5,202.6,N,0,20.8444655892058,31,24,19
-22.9712,-53.7222,307.9,3.8,1.8,2022-01-10,416,Aqua,MODIS,73,6.03,288.9,57.8,N,0,21.24746468728603,31,24,19
-22.9703,-53.688,305.3,3.8,1.8,2022-01-10,416,Aqua,MODIS,64,6.03,289.0,45.5,N,0,21.44442557072052,31,24,19
-22.9785,-53.7285,302.3,3.8,1.8,2022-01-10,416,Aqua,MODIS,48,6.03,289.0,34.3,N,0,20.483555684431888,31,24,19
-22.9864,-53.6921,341.3,3.8,1.8,2022-01-10,416,Aqua,MODIS,100,6.03,290.3,315.4,N,0,19.620315660601353,31,24,19
-22.9789,-53.6858,333.5,3.8,1.8,2022-01-10,416,Aqua,MODIS,100,6.03,290.0,231.3,N,0,20.521076360260455,31,24,19
-22.995,-53.6899,322.1,3.8,1.8,2022-01-10,416,Aqua,MODIS,100,6.03,289.3,131.4,N,0,18.69339729581768,31,24,19
-22.9819,-53.7014,319.9,1.2,1.1,2022-01-10,1333,Terra,MODIS,27,6.03,301.6,12.1,D,0,20.049774184579114,31,24,19
-22.9857,-53.6786,335.7,1.2,1.1,2022-01-10,1333,Terra,MODIS,84,6.03,305.4,33.5,D,0,19.88018841224937,31,24,19
-22.9876,-53.6672,336.8,1.2,1.1,2022-01-10,1333,Terra,MODIS,85,6.03,303.7,35.1,D,0,19.901002603790737,31,24,19
-22.9916,-53.7032,336.4,1.2,1.1,2022-01-10,1333,Terra,MODIS,84,6.03,301.3,36.8,D,0,18.96398124849839,31,24,19
-22.9972,-53.669,345.7,1.2,1.1,2022-01-10,1333,Terra,MODIS,92,6.03,307.5,53.2,D,0,18.819510944514157,31,24,19
-23.0184,-53.6613,337.2,1.2,1.1,2022-01-10,1333,Terra,MODIS,47,6.03,306.2,29.7,D,0,16.754213585136313,31,24,19
-22.976,-53.6768,349.2,1.2,1.1,2022-01-10,1333,Terra,MODIS,94,6.03,302.7,62.9,D,0,20.974403122563505,31,24,19
-22.9741,-53.6881,338.2,1.2,1.1,2022-01-10,1333,Terra,MODIS,82,6.03,301.2,38.1,D,0,21.023323503519677,31,24,19
